name,player_id
Luciano Vietto,1118
Ludwig Augustinsson,1119
Luis Díaz,1120
Luis Sinisterra,1121
Luis Sinisterra Lucumí,1122
Luka Milivojevic,1123
Lukas Jensen,1124
Lukas Rupp,1125
Lukasz Fabianski,1126
Luke Amos,1127
Luke Ayling,1128
Luke Berry,1129
Luke Chambers,1130
Luke Cundle,1131
Luke Dreher,1132
Luke Freeman,1133
Luke Harris,1134
Luke Mbete,1135
Luke Mbete-Tabu,1136
Luke McNally,1137
Luke Plange,1138
Luke Shaw,1139
Luke Thomas,1140
Lyanco Evangelista Silveira Neves Vojnovic,1141
Lyanco Silveira Neves Vojnovic,1142
Lyle Foster,1143
Lyle Taylor,1144
Lys Mousset,1145
Léo Bonatini,1146
Maarten Stekelenburg,1147
Mace Goodridge,1148
Mackenzie Hunt,1149
Mads Bech Sörensen,1150
Mads Bidstrup,1151
Mads Juel Andersen,1152
Mads Roerslev Rasmussen,1153
Mahamadou Susoho,1154
Mahmoud Ahmed Ibrahim Hassan,1155
Mahmoud Dahoud,1156
Malang Sarr,1157
Malcolm Ebiowei,1158
Malo Gusto,1159
Mamadou Sakho,1160
Manolo Gabbiadini,1161
Manor Solomon,1162
Manuel Akanji,1163
Manuel Benson Hedilazio,1164
Manuel Lanzini,1165
Marc Albrighton,1166
Marc Cucurella,1167
Marc Cucurella Saseta,1168
